name,state,lat,lon,formatted_address,types,confidence,source
North Township,Indiana,41.5957084,-87.48094809999999,"North Township, IN, USA","administrative_area_level_3,political",high,google
St. Joseph County,Indiana,41.6228085,-86.3376761,"St. Joseph County, IN, USA","administrative_area_level_2,political",high,google
"City Of Greencastle, IN",Indiana,39.6439943,-86.8645066,"Greencastle, IN 46135, USA","locality,political",high,google
"Town Of Whitestown, IN",Indiana,39.9528344,-86.34508439999999,"Whitestown, IN, USA","locality,political",high,google
"City Of Madison, IN",Indiana,38.7358933,-85.37995769999999,"Madison, IN, USA","locality,political",high,google
"Town Of Dyer, IN",Indiana,41.4942021,-87.52170679999999,"Dyer, IN, USA","locality,political",high,google
"City Of Logansport, IN",Indiana,40.7544843,-86.3566659,"Logansport, IN 46947, USA","locality,political",high,google
"City Of Laporte, IN",Indiana,41.611143,-86.7227195,"La Porte, IN 46350, USA","locality,political",high,google
"Town Of Speedway, IN",Indiana,39.792738,-86.250822,"Speedway, IN, USA","locality,political",high,google
"City Of Lake Station, IN",Indiana,41.5750369,-87.23892459999999,"Lake Station, IN, USA","locality,political",high,google
"City Of Martinsville, IN",Indiana,39.42782529999999,-86.4283279,"Martinsville, IN 46151, USA","locality,political",high,google
"City Of Wabash, IN",Indiana,40.7988196,-85.82092809999999,"Wabash, IN 46992, USA","locality,political",high,google
"Town Of Lowell, IN",Indiana,41.291443,-87.419195,"Lowell, IN 46356, USA","locality,political",high,google
"City Of Plymouth, IN",Indiana,41.3436554,-86.3097278,"Plymouth, IN 46563, USA","locality,political",high,google
"City Of Greensburg, IN",Indiana,39.3372722,-85.483581,"Greensburg, IN 47240, USA","locality,political",high,google
"City Of Kendallville, IN",Indiana,41.4414384,-85.2649754,"Kendallville, IN 46755, USA","locality,political",high,google
"City Of New Haven, IN",Indiana,41.0706042,-85.0144124,"New Haven, IN, USA","locality,political",high,google
"Town Of Mccordsville, IN",Indiana,39.8942911,-85.91978379999999,"McCordsville, IN, USA","locality,political",high,google
"City Of Peru, IN",Indiana,40.7537292,-86.0690527,"Peru, IN 46970, USA","locality,political",high,google
"City Of Washington, IN",Indiana,38.65921520000001,-87.172789,"Washington, IN 47501, USA","locality,political",high,google
"Town Of Griffith, IN",Indiana,41.5283693,-87.42364970000001,"Griffith, IN, USA","locality,political",high,google
"City Of Jasper, IN",Indiana,38.39142409999999,-86.9317885,"Jasper, IN, USA","locality,political",high,google
"City Of Bluffton, IN",Indiana,40.7386579,-85.17163680000002,"Bluffton, IN 46714, USA","locality,political",high,google
"Town Of Danville, IN",Indiana,39.76083819999999,-86.5239591,"Danville, IN, USA","locality,political",high,google
"Town Of Highland, IN",Indiana,41.5536468,-87.451984,"Highland, IN, USA","locality,political",high,google
"Town Of Chesterton, IN",Indiana,41.6105937,-87.06419919999999,"Chesterton, IN 46304, USA","locality,political",high,google
"Town Of Cedar Lake, IN",Indiana,41.3647578,-87.4411473,"Cedar Lake, IN, USA","locality,political",high,google
"Town Of Yorktown, IN",Indiana,40.1805216,-85.4807663,"Yorktown, IN, USA","locality,political",high,google
"City Of Auburn, IN",Indiana,41.3669942,-85.0588575,"Auburn, IN, USA","locality,political",high,google
"City Of Bedford, IN",Indiana,38.8611619,-86.4872149,"Bedford, IN 47421, USA","locality,political",high,google
"City Of Seymour, IN",Indiana,38.9592201,-85.8902547,"Seymour, IN 47274, USA","locality,political",high,google
"City Of New Castle, IN",Indiana,39.928935,-85.3702476,"New Castle, IN 47362, USA","locality,political",high,google
"City Of Beech Grove, IN",Indiana,39.7216744,-86.0909544,"Beech Grove, IN, USA","locality,political",high,google
"Town of St. John, IN",Indiana,41.4500356,-87.4700381,"St John, IN, USA","locality,political",high,google
"City Of Warsaw, IN",Indiana,41.2381,-85.8530469,"Warsaw, IN, USA","locality,political",high,google
"City Of Frankfort, IN",Indiana,40.2796853,-86.5106839,"Frankfort, IN 46041, USA","locality,political",high,google
"City Of Lebanon, IN",Indiana,40.0484618,-86.46920779999999,"Lebanon, IN 46052, USA","locality,political",high,google
"City Of Crawfordsville, IN",Indiana,40.0411536,-86.87445160000001,"Crawfordsville, IN 47933, USA","locality,political",high,google
"City Of Vincennes, IN",Indiana,38.677269,-87.5286325,"Vincennes, IN 47591, USA","locality,political",high,google
"City Of Greenfield, IN",Indiana,39.7852363,-85.7693087,"Greenfield, IN 46140, USA","locality,political",high,google
"City Of Shelbyville, IN",Indiana,39.5214373,-85.7769238,"Shelbyville, IN 46176, USA","locality,political",high,google
"Town Of Avon, IN",Indiana,39.76305079999999,-86.38112,"Avon, IN, USA","locality,political",high,google
"Town Of Clarksville, IN",Indiana,38.2967362,-85.759963,"Clarksville, IN, USA","locality,political",high,google
"Town Of Munster, IN",Indiana,41.5644798,-87.5125412,"Munster, IN 46321, USA","locality,political",high,google
"Township Of Union, IN",Indiana,40.7718746,-86.761749,"Union Township, IN, USA","administrative_area_level_3,political",high,google-retry
"Township Of Connersville, IN",Indiana,39.6400357,-85.1422609,"Connersville, IN 47331, USA","locality,political",high,google
"County Of Pike, IN",Indiana,38.4110583,-87.2618328,"Pike County, IN, USA","administrative_area_level_2,political",high,google
"County Of Blackford, IN",Indiana,40.49927840000001,-85.31362179999999,"Blackford County, IN, USA","administrative_area_level_2,political",high,google
"Township Of Lost Creek, IN",Indiana,39.4754789,-87.28172719999999,"Lost Creek Township, IN, USA","administrative_area_level_3,political",high,google
"Township Of Jackson (Hamilton County), IN",Indiana,40.1402964,-86.0733498,"Jackson Township, IN, USA","administrative_area_level_3,political",high,google
"Township Of Rochester, IN",Indiana,41.0649726,-86.21601129999999,"Rochester, IN 46975, USA","locality,political",high,google
"Township Of Washington, IN",Indiana,39.8949012,-86.2029249,"Township Dr, Washington Township, IN, USA",route,medium,google
"Township Of Scott, IN",Indiana,38.1427696,-87.5198011,"Scott Township, IN, USA","administrative_area_level_3,political",high,google
"Township Of Mill, IN",Indiana,40.4878978,-85.6110281,"Mill Township, IN, USA","administrative_area_level_3,political",high,google
"County Of Crawford, IN",Indiana,38.3054548,-86.4592091,"Crawford County, IN, USA","administrative_area_level_2,political",high,google
"Township Of Cedar Creek, IN",Indiana,41.3647578,-87.4411473,"Cedar Lake, IN, USA","locality,political",high,google
"Township Of Boon, IN",Indiana,38.0492131,-87.27417229999999,"Boonville, IN 47601, USA","locality,political",high,google
"Township Of Winfield, IN",Indiana,41.4202989,-87.2390887,"Winfield, IN 46307, USA","locality,political",high,google
"City Of Connersville, IN",Indiana,39.6400357,-85.1422609,"Connersville, IN 47331, USA","locality,political",high,google
"Township Of Vienna, IN",Indiana,38.6489481,-85.76885589999999,"Vienna, IN 47177, USA","locality,political",high,google
"County Of Vermillion, IN",Indiana,39.8512139,-87.48020679999999,"Vermillion County, IN, USA","administrative_area_level_2,political",high,google
"Township Of Fall Creek, IN",Indiana,39.9708567,-85.9100089,"Fall Creek Township, IN, USA","administrative_area_level_3,political",high,google-retry
"Township Of Peru, IN",Indiana,40.7537292,-86.0690527,"Peru Township, IN 46970, USA","administrative_area_level_3,political",high,google
"Township Of Keener, IN",Indiana,41.1867199,-87.20209899999999,"Keener Township, IN, USA","administrative_area_level_3,political",high,google
"Township Of Lawrenceburg, IN",Indiana,39.0952695,-84.85102619999999,"Lawrenceburg, IN 47025, USA","locality,political",high,google
"Township Of Centre, IN",Indiana,41.3910727,-87.3612205,"Center Township, IN, USA","administrative_area_level_3,political",high,google
"Township Of Silver Creek, IN",Indiana,38.397887,-85.7564107,"Silver Creek Township, IN, USA","administrative_area_level_3,political",high,google
"County Of Pulaski, IN",Indiana,40.9957383,-86.8220341,"Pulaski County, IN, USA","administrative_area_level_2,political",high,google
"County Of Newton, IN",Indiana,40.9703076,-87.42075179999999,"Newton County, IN, USA","administrative_area_level_2,political",high,google
"County Of Brown, IN",Indiana,39.1749729,-86.17517590000001,"Brown County, IN, USA","administrative_area_level_2,political",high,google
"Township Of Charlestown, IN",Indiana,38.4680274,-85.6640365,"Charlestown Township, IN, USA","administrative_area_level_3,political",high,google-retry
"Township Of Coolspring, IN",Indiana,41.6587525,-86.8822445,"Coolspring Township, IN, USA","administrative_area_level_3,political",high,google
"County Of Parke, IN",Indiana,39.69929459999999,-87.14228949999999,"Parke County, IN, USA","administrative_area_level_2,political",high,google
"Township Of Bainbridge, IN",Indiana,39.761157,-86.81195230000002,"Bainbridge, IN, USA","locality,political",high,google
"County Of Fountain, IN",Indiana,40.1539502,-87.2618328,"Fountain County, IN, USA","administrative_area_level_2,political",high,google
"Township Of Eel, IN",Indiana,40.750069,-86.3680869,"Eel Township, IN 46947, USA","administrative_area_level_3,political",high,google
"County Of Perry, IN",Indiana,38.0159043,-86.6611083,"Perry County, IN, USA","administrative_area_level_2,political",high,google
"Township Of Vincennes, IN",Indiana,38.677269,-87.5286325,"Vincennes, IN 47591, USA","locality,political",high,google
"County Of Owen, IN",Indiana,39.3603429,-86.8220341,"Owen County, IN, USA","administrative_area_level_2,political",high,google
"Township Of Addison, IN",Indiana,39.5236954,-85.77691639999999,"Addison Township, IN 46176, USA","administrative_area_level_3,political",high,google-retry
"Township Of Harris, IN",Indiana,41.412506,-86.303512,"Harris, IN 46563, USA","locality,political",high,google
"County Of White, IN",Indiana,40.6765551,-86.9824288,"White County, IN, USA","administrative_area_level_2,political",high,google
"County Of Orange, IN",Indiana,39.5842145,-85.2991328,"Orange, IN 46133, USA","locality,political",high,google-retry
"County Of Spencer, IN",Indiana,39.2867117,-86.7625058,"Spencer, IN 47460, USA","locality,political",high,google
"County Of Fulton, IN",Indiana,41.0204161,-86.2970998,"Fulton County, IN, USA","administrative_area_level_2,political",high,google
"County Of Carroll, IN",Indiana,40.542415,-86.5400674,"Carroll County, IN, USA","administrative_area_level_2,political",high,google
"County Of Jay, IN",Indiana,40.4465288,-85.02334599999999,"Jay County, IN, USA","administrative_area_level_2,political",high,google
"Township Of Shawswick, IN",Indiana,38.8956065,-86.41443520000001,"Shawswick, IN 47421, USA","locality,political",high,google
"County Of Sullivan, IN",Indiana,39.0953199,-87.4058525,"Sullivan, IN 47882, USA","locality,political",high,google
"Township Of Westchester, IN",Indiana,40.4983791,-84.8949657,"Westchester, IN 47371, USA","locality,political",high,google
"County Of Franklin, IN",Indiana,39.47964400000001,-86.0539012,"Franklin, IN, USA","locality,political",high,google
"County Of Fayette, IN",Indiana,39.5920377,-85.14793639999999,"Fayette County, IN, USA","administrative_area_level_2,political",high,google
"County Of Starke, IN",Indiana,41.2715616,-86.6207943,"Starke County, IN, USA","administrative_area_level_2,political",high,google
"County Of Scott, IN",Indiana,38.7008005,-85.7256372,"Scott County, IN, USA","administrative_area_level_2,political",high,google
Township of Center,Indiana,41.3910727,-87.3612205,"Center Township, IN, USA","administrative_area_level_3,political",high,google
"Township Of Noble, IN",Indiana,41.4277391,-85.35496499999999,"Noble County, IN, USA","administrative_area_level_2,political",high,google
"County Of Randolph, IN",Indiana,40.12045320000001,-85.02334599999999,"Randolph County, IN, USA","administrative_area_level_2,political",high,google
"City Of Huntington, IN",Indiana,40.883357,-85.4963997,"Huntington, IN 46750, USA","locality,political",high,google
Township of Wayne,Indiana,39.7927365,-86.25083819999999,"Wayne Township, IN, USA","administrative_area_level_3,political",high,google
Patoka Township,Indiana,38.3338249,-87.5791287,"Patoka Township, IN, USA","administrative_area_level_3,political",high,google
"City Of Charlestown, IN",Indiana,38.45312,-85.6702406,"Charlestown, IN 47111, USA","locality,political",high,google
"Town Of Winfield, IN",Indiana,41.4202989,-87.2390887,"Winfield, IN 46307, USA","locality,political",high,google
"Town Of New Whiteland, IN",Indiana,39.5581038,-86.09526380000001,"New Whiteland, IN 46184, USA","locality,political",high,google
"Town Of Sellersburg, IN",Indiana,38.3981216,-85.754964,"Sellersburg, IN, USA","locality,political",high,google
"Town Of Westville, IN",Indiana,41.54142969999999,-86.9005825,"Westville, IN, USA","locality,political",high,google
"City Of Rensselaer, IN",Indiana,40.9367045,-87.15085619999999,"Rensselaer, IN 47978, USA","locality,political",high,google
"City Of Decatur, IN",Indiana,40.830603,-84.9291329,"Decatur, IN 46733, USA","locality,political",high,google
"City Of Garrett, IN",Indiana,41.3494939,-85.1355267,"Garrett, IN, USA","locality,political",high,google
"City Of Princeton, IN",Indiana,38.3553236,-87.5675222,"Princeton, IN 47670, USA","locality,political",high,google
"City Of Angola, IN",Indiana,41.6347726,-84.9994088,"Angola, IN 46703, USA","locality,political",high,google
"City Of Batesville, IN",Indiana,39.3000511,-85.222184,"Batesville, IN 47006, USA","locality,political",high,google
"City Of Portland, IN",Indiana,40.43448950000001,-84.9777455,"Portland, IN 47371, USA","locality,political",high,google
"City Of Boonville, IN",Indiana,38.0492131,-87.27417229999999,"Boonville, IN 47601, USA","locality,political",high,google
